company,file_category,language,original_filename,hashed_filename,total_pages,sampled_pages,sampled_pages_count
agricole,visual_documents,EN,credit-update-2021-t2.pdf,030493c6f1e549d865155430ff864206.pdf,102,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_46.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_12.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_99.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_38.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_74.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_19.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_56.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_81.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_62.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_10.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_47.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_33.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_26.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_98.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_20.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_58.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_13.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_31.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_45.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_78.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_4.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_30.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_88.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_68.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/030493c6f1e549d865155430ff864206_34.png""]",25
agricole,visual_documents,EN,credit-update-2020-t3.pdf,26d41b0afb8692bdd2bf5bdf09258749.pdf,98,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_77.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_14.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_32.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_46.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_73.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_13.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_29.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_67.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_87.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_44.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_31.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_19.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_88.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_55.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_80.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_81.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_4.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_57.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_24.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_18.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_9.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_28.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_41.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/26d41b0afb8692bdd2bf5bdf09258749_37.png""]",24
bgl,visual_documents,EN,actu_2t09_ddr_vdef_gb.6999 (2)_en.pdf,827de7614da35f538353204f9878a2fe.pdf,168,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_17.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_27.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_51.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_30.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_45.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_22.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_168.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_25.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_50.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_54.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_29.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_38.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_15.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_28.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_16.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_20.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_56.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_21.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_19.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_34.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_33.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/827de7614da35f538353204f9878a2fe_26.png""]",22
bgl,visual_documents,EN,bnp_paribas_-_first_upddate_rd_1q17_en.pdf,74e22106674f6224843b91339761418d.pdf,94,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_48.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_28.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_37.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_44.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_30.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_45.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_20.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_24.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_47.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_53.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_49.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_50.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_43.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_22.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_23.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_32.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_31.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_38.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_21.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_52.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_39.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_27.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/74e22106674f6224843b91339761418d_25.png""]",23
bgl,visual_documents,EN,conf_boaml (1)_en.pdf,1002884e549a78736ffc0d9a21dcfb64.pdf,27,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/1002884e549a78736ffc0d9a21dcfb64_20.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/1002884e549a78736ffc0d9a21dcfb64_21.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/1002884e549a78736ffc0d9a21dcfb64_16.png""]",3
bgl,visual_documents,EN,2018-Rapport-Annuel-EN_en.pdf,af7bd4a4403a5771589e4ba13b4142e0.pdf,192,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/af7bd4a4403a5771589e4ba13b4142e0_34.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/af7bd4a4403a5771589e4ba13b4142e0_25.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/af7bd4a4403a5771589e4ba13b4142e0_27.png""]",3
bgl,visual_documents,EN,4q19-slides (1)_en.pdf,b1483963a72873ec93459c17e5b76e4b.pdf,107,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_1.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_31.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_36.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_38.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_69.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_35.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_23.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_41.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_84.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_44.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_32.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_39.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_66.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_24.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/b1483963a72873ec93459c17e5b76e4b_37.png""]",15
bgl,visual_documents,EN,WEB_EN_Rapport_annuel_2021_0422_BGL_en.pdf,7e8e021ccab578ffecdd30fd7d595cfc.pdf,142,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/7e8e021ccab578ffecdd30fd7d595cfc_3.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/7e8e021ccab578ffecdd30fd7d595cfc_2.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/7e8e021ccab578ffecdd30fd7d595cfc_25.png""]",3
bgl,visual_documents,EN,bnp_paribas_-_3rd_upddate_to_the_2016_registration_document (1)_en.pdf,d5d198166a6138b69a3bc56cd6d06b37.pdf,100,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_23.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_47.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_39.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_41.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_49.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_61.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_37.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_26.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_50.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_57.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_32.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_22.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_54.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_58.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_24.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_34.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_27.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_33.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_36.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_31.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_25.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_30.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/d5d198166a6138b69a3bc56cd6d06b37_35.png""]",23
bgl,visual_documents,EN,Annual_Report_2017_en.pdf,ccc27c6dd1b4c0aac14a1684281b2e63.pdf,184,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/ccc27c6dd1b4c0aac14a1684281b2e63_20.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/ccc27c6dd1b4c0aac14a1684281b2e63_6.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/ccc27c6dd1b4c0aac14a1684281b2e63_170.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/ccc27c6dd1b4c0aac14a1684281b2e63_46.png""]",4
bgl,visual_documents,EN,BGL_2014 Annual Report EN 20141231_en.pdf,19ea898904bb1c7304781a5b2f400cdc.pdf,182,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/19ea898904bb1c7304781a5b2f400cdc_23.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/19ea898904bb1c7304781a5b2f400cdc_24.png""]",2
bgl,visual_documents,EN,BGL_2016 Annual Report EN 20161231_en.pdf,f8b5ef41fd71bb8eac5afa85ce7f59a5.pdf,176,"[""data/sampled_pages/single_page_images/EN/bgl/visual_documents/f8b5ef41fd71bb8eac5afa85ce7f59a5_36.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/f8b5ef41fd71bb8eac5afa85ce7f59a5_172.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/f8b5ef41fd71bb8eac5afa85ce7f59a5_10.png"", ""data/sampled_pages/single_page_images/EN/bgl/visual_documents/f8b5ef41fd71bb8eac5afa85ce7f59a5_16.png""]",4
lbg,visual_documents,EN,2014_lbg_annual_report_en.pdf,b23176e103f5194bb3dbb087a7953776.pdf,348,"[""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_21.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_60.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_5.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_28.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_6.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_62.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_61.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_75.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_4.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_19.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_8.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b23176e103f5194bb3dbb087a7953776_63.png""]",12
lbg,visual_documents,EN,2015_lbg_annual_report_en.pdf,32c2c12bc481fee8abd7f12c8bdaa4ba.pdf,311,"[""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_83.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_76.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_22.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_25.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_17.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_7.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_23.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_14.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_11.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_26.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_60.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_66.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_6.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/32c2c12bc481fee8abd7f12c8bdaa4ba_74.png""]",14
lbg,visual_documents,EN,lbg-esg-interactive-210223_en.pdf,034a1683a02b9bbb8e462797c20aecab.pdf,101,"[""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_14.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_47.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_1.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_22.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_12.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_11.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_24.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_39.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_31.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_16.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_54.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_13.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_7.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/034a1683a02b9bbb8e462797c20aecab_5.png""]",14
lbg,visual_documents,EN,2023-lbg-sustainability-report_en.pdf,b3ee9e008d5489201ad9f3abd1dcb32b.pdf,178,"[""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_34.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_52.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_10.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_137.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_124.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_1.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_12.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_136.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_110.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_59.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_90.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_109.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_66.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_73.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_138.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_159.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_153.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_131.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_84.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_27.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_89.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_53.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_55.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_75.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/b3ee9e008d5489201ad9f3abd1dcb32b_33.png""]",25
lbg,visual_documents,EN,sharing-learnings-with-local-and-combined-authorities-lbg_en.pdf,27ab88d066e9d44c3411621c3088b26b.pdf,29,"[""data/sampled_pages/single_page_images/EN/lbg/visual_documents/27ab88d066e9d44c3411621c3088b26b_28.png""]",1
lbg,visual_documents,EN,2007_ltsb_group_annual-report_en.pdf,1906e16e6a2179b41dda858ef8e51c66.pdf,166,"[""data/sampled_pages/single_page_images/EN/lbg/visual_documents/1906e16e6a2179b41dda858ef8e51c66_62.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/1906e16e6a2179b41dda858ef8e51c66_6.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/1906e16e6a2179b41dda858ef8e51c66_63.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/1906e16e6a2179b41dda858ef8e51c66_10.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/1906e16e6a2179b41dda858ef8e51c66_8.png"", ""data/sampled_pages/single_page_images/EN/lbg/visual_documents/1906e16e6a2179b41dda858ef8e51c66_30.png""]",6
